"","Estimate","Est.Error","Q2.5","Q97.5"
"1",2.69299620760152,0.0949986196975923,2.50659526197781,2.88274933311671
"2",3.01471710007174,0.103906096688176,2.80911729065324,3.22227864675547
"3",2.82981623561337,0.135202914348883,2.5683489272833,3.09925830328881
"4",2.85536082813561,0.120602671919807,2.62434820285532,3.1037985599394
"5",2.55690516053593,0.113913661741734,2.33161114113118,2.78534930507065
"6",3.32072293941042,0.130612678484343,3.05941015708343,3.57386479028086
"7",2.9555865723586,0.104454029806919,2.74964852041163,3.15995081985721
"8",2.27261690214211,0.119797181070435,2.0369464500783,2.50436286500244
"9",3.41707162110097,0.135040071754795,3.15344422884218,3.69214069201985
"10",2.74439871531316,0.114594657387908,2.5186403048065,2.96819304267555
"11",2.43536332426459,0.0998539089452069,2.23802111678146,2.62916263682398
"12",2.72113349044261,0.107108859134597,2.51029187789824,2.93786525148101
"13",2.51056950358572,0.102300297362754,2.31516532903278,2.71916196572128
"14",2.38202862825913,0.119598389564551,2.14603716747291,2.61806823531043
"15",2.41089915063005,0.112909224689028,2.19722869724374,2.63630712181668
"16",2.98806172501485,0.0894723546885057,2.81241815920311,3.16762576268587
"17",2.81876654434675,0.1214035214067,2.57984874242676,3.0635317804691
"18",2.69316979728046,0.103610197943925,2.4951245635538,2.90552255748422
"19",2.99218085614746,0.10266485174591,2.7894583844129,3.19672275403835
"20",3.0513113838606,0.102810957689146,2.85291229204134,3.25328268561669
"21",3.09747345113188,0.0930635069919849,2.91072847096907,3.2764335448012
"22",2.73042884167792,0.104665753804866,2.51942558138171,2.93592807704727
"23",3.27106561119509,0.134756595202995,3.01226408051978,3.53780959852762
"24",2.8602540892181,0.0917861626978087,2.68381316016697,3.04173122582467
"25",3.45900518789837,0.126239743545889,3.2139088789644,3.70856005424127
"26",2.86713950034849,0.10925033852636,2.64265318767122,3.07625593188758
"27",3.28412865562156,0.132802079956534,3.02058179406451,3.54094739284751
"28",2.73538632309806,0.123091447879758,2.50167924737412,2.97573219207113
"29",3.13812264571568,0.130275947210815,2.8864913109846,3.39484431358835
"30",2.59349944432479,0.114466648079568,2.37647909738398,2.82817389997202
"31",2.58136933417047,0.102342983625271,2.37249642462679,2.77799629739413
"32",2.87559650129626,0.0964819987405966,2.67986130147904,3.06755214324087
"33",2.63498698919613,0.114066365145055,2.40989353780025,2.85612175976
"34",3.49559947168722,0.123102820918451,3.25662407699612,3.73745678282776
"35",2.55278602940333,0.121221286137171,2.32669399202952,2.78564089552217
"36",2.23602261835325,0.117813950979213,2.00738644900582,2.4643611906045
"37",2.70935481822973,0.120353238694863,2.47783520785999,2.95203565019301
"38",2.86014471987682,0.104232152681576,2.65596055489856,3.07069318295721
"39",2.80958056245272,0.10258432717626,2.61227269333379,3.01450583607857
"40",2.71413870997094,0.102760157829916,2.52125760386575,2.92199216826598
"41",2.97582224551925,0.137785967704564,2.70081875368416,3.23914183964892
"42",2.8390022175074,0.0976851243785829,2.64135250832247,3.02604684384047
"43",3.14602425539612,0.0960186253681192,2.95907673395392,3.3433903090406
"44",3.17471692950454,0.128586937303725,2.92160829859277,3.43082068371698
"45",2.41862291204799,0.120977327008494,2.17260240154805,2.65438500512658
"46",2.68453920665376,0.107517635189947,2.47650206317142,2.89734408475526
"47",2.951467441226,0.0905740262885942,2.77993989292978,3.13337081198814
"48",3.31299917799249,0.124369293883155,3.07646711451739,3.56078064117426
"49",2.78099299910201,0.115030552069881,2.55589142878289,3.00693075222944
"50",2.90530537395472,0.102286903624751,2.70811997751213,3.10926809757045
"51",2.44749343441891,0.114080159950989,2.22696221561308,2.68258063638457
"52",2.6565755134916,0.103600182742754,2.45177114450169,2.86751222214448
"53",2.75073299375979,0.102223308520499,2.55208033245339,2.95426661229413
"54",3.13406773492073,0.0912302891896203,2.95204746690356,3.31367215875347
"55",3.23447132740624,0.136725016489722,2.97849812645925,3.5105763032262
"56",3.01241652930811,0.136288676819682,2.73536728945928,3.27646901904317
"57",3.10942997160727,0.098033804869681,2.92247357707077,3.30881382387349
"58",3.34959346178134,0.121758168563539,3.1178830514367,3.59607691959017
"59",3.292030265302,0.0975283791115918,3.09948074834566,3.48776906139291
"60",2.84617484624158,0.101451812732525,2.64629183311694,3.046909147799
"61",2.58938031319218,0.122446363678899,2.34695581624551,2.82504715435397
"62",3.04285438291283,0.0923950921897524,2.8585889162278,3.22629275979177
"63",2.59839270540728,0.113011258582281,2.38489366220911,2.82211640193127
"64",2.69383455788906,0.104097826930372,2.48987289180462,2.89906791525577
"65",2.86871109016586,0.102710738862829,2.67340611211734,3.07310937279111
"66",2.72959049139038,0.0945020051849339,2.54184301833151,2.92298212963384
"67",2.83984056779494,0.106203375899353,2.62591609472066,3.04487615305513
"68",3.38047733731212,0.137512580683933,3.10723726378577,3.65410541421302
"69",2.8764348515838,0.106104763403583,2.66367696614448,3.08215403075581
"70",2.67276053444087,0.120578662775339,2.44479786871216,2.91731254667631
"71",2.47195760805344,0.100963403289011,2.26499013067577,2.66832411552036
"72",2.86641051940223,0.134197456253135,2.60340342790569,3.13038892763248
"73",2.54716378737458,0.102989925611972,2.34775467095986,2.75829770741244
