workerid,proliferate.condition,age,ethnicity,gender,race,error
368,2,37,non_hispanic,female,multiracial,
364,1,26,non_hispanic,female,white,
367,4,31,non_hispanic,male,white,
362,3,32,non_hispanic,female,white,
366,0,48,non_hispanic,male,black,
