"","Estimate","Est.Error","Q2.5","Q97.5"
"1",2.95085755935489,0.146418217193868,2.66086187327081,3.2419050358871
"2",2.95085755935489,0.146418217193868,2.66086187327081,3.2419050358871
"3",2.70566031218894,0.153382559062789,2.39525127364107,3.01246516034367
"4",2.95085755935489,0.146418217193868,2.66086187327081,3.2419050358871
"5",3.44125205368679,0.150143301632019,3.14899909713677,3.73524448870415
"6",2.46046306502299,0.165451826286666,2.1285959953787,2.79300456087941
"7",2.95085755935489,0.146418217193868,2.66086187327081,3.2419050358871
"8",3.19605480652084,0.145294740188127,2.91368452054777,3.4872536793666
"9",3.44125205368679,0.150143301632019,3.14899909713677,3.73524448870415
"10",3.19605480652084,0.145294740188127,2.91368452054777,3.4872536793666
"11",3.19605480652084,0.145294740188127,2.91368452054777,3.4872536793666
"12",2.95085755935489,0.146418217193868,2.66086187327081,3.2419050358871
"13",3.93164654801869,0.175181211657504,3.60543209451882,4.27464306110213
"14",3.19605480652084,0.145294740188127,2.91368452054777,3.4872536793666
"15",3.44125205368679,0.150143301632019,3.14899909713677,3.73524448870415
"16",2.70566031218894,0.153382559062789,2.39525127364107,3.01246516034367
"17",2.95085755935489,0.146418217193868,2.66086187327081,3.2419050358871
"18",3.93164654801869,0.175181211657504,3.60543209451882,4.27464306110213
"19",2.95085755935489,0.146418217193868,2.66086187327081,3.2419050358871
"20",2.95085755935489,0.146418217193868,2.66086187327081,3.2419050358871
"21",2.70566031218894,0.153382559062789,2.39525127364107,3.01246516034367
"22",3.68644930085274,0.160423323809587,3.37965318033519,4.00142925510469
"23",3.44125205368679,0.150143301632019,3.14899909713677,3.73524448870415
"24",3.68644930085274,0.160423323809587,3.37965318033519,4.00142925510469
"25",2.21526581785704,0.181611085887013,1.85434527542215,2.56897111572848
"26",2.95085755935489,0.146418217193868,2.66086187327081,3.2419050358871
"27",2.46046306502299,0.165451826286666,2.1285959953787,2.79300456087941
"28",3.68644930085274,0.160423323809587,3.37965318033519,4.00142925510469
"29",2.46046306502299,0.165451826286666,2.1285959953787,2.79300456087941
"30",3.44125205368679,0.150143301632019,3.14899909713677,3.73524448870415
"31",3.19605480652084,0.145294740188127,2.91368452054777,3.4872536793666
"32",2.95085755935489,0.146418217193868,2.66086187327081,3.2419050358871
"33",3.19605480652084,0.145294740188127,2.91368452054777,3.4872536793666
"34",2.21526581785704,0.181611085887013,1.85434527542215,2.56897111572848
"35",3.68644930085274,0.160423323809587,3.37965318033519,4.00142925510469
"36",3.19605480652084,0.145294740188127,2.91368452054777,3.4872536793666
"37",2.95085755935489,0.146418217193868,2.66086187327081,3.2419050358871
"38",2.95085755935489,0.146418217193868,2.66086187327081,3.2419050358871
"39",2.95085755935489,0.146418217193868,2.66086187327081,3.2419050358871
"40",2.95085755935489,0.146418217193868,2.66086187327081,3.2419050358871
"41",2.70566031218894,0.153382559062789,2.39525127364107,3.01246516034367
"42",2.95085755935489,0.146418217193868,2.66086187327081,3.2419050358871
"43",3.19605480652084,0.145294740188127,2.91368452054777,3.4872536793666
"44",2.46046306502299,0.165451826286666,2.1285959953787,2.79300456087941
"45",3.19605480652084,0.145294740188127,2.91368452054777,3.4872536793666
"46",2.95085755935489,0.146418217193868,2.66086187327081,3.2419050358871
"47",2.70566031218894,0.153382559062789,2.39525127364107,3.01246516034367
"48",2.21526581785704,0.181611085887013,1.85434527542215,2.56897111572848
"49",3.19605480652084,0.145294740188127,2.91368452054777,3.4872536793666
"50",2.95085755935489,0.146418217193868,2.66086187327081,3.2419050358871
"51",3.44125205368679,0.150143301632019,3.14899909713677,3.73524448870415
"52",3.93164654801869,0.175181211657504,3.60543209451882,4.27464306110213
"53",2.95085755935489,0.146418217193868,2.66086187327081,3.2419050358871
"54",2.70566031218894,0.153382559062789,2.39525127364107,3.01246516034367
"55",3.44125205368679,0.150143301632019,3.14899909713677,3.73524448870415
"56",2.70566031218894,0.153382559062789,2.39525127364107,3.01246516034367
"57",3.19605480652084,0.145294740188127,2.91368452054777,3.4872536793666
"58",2.21526581785704,0.181611085887013,1.85434527542215,2.56897111572848
"59",3.19605480652084,0.145294740188127,2.91368452054777,3.4872536793666
"60",2.95085755935489,0.146418217193868,2.66086187327081,3.2419050358871
"61",3.68644930085274,0.160423323809587,3.37965318033519,4.00142925510469
"62",3.68644930085274,0.160423323809587,3.37965318033519,4.00142925510469
"63",3.19605480652084,0.145294740188127,2.91368452054777,3.4872536793666
"64",3.68644930085274,0.160423323809587,3.37965318033519,4.00142925510469
"65",2.95085755935489,0.146418217193868,2.66086187327081,3.2419050358871
"66",2.95085755935489,0.146418217193868,2.66086187327081,3.2419050358871
"67",3.68644930085274,0.160423323809587,3.37965318033519,4.00142925510469
"68",3.44125205368679,0.150143301632019,3.14899909713677,3.73524448870415
"69",3.68644930085274,0.160423323809587,3.37965318033519,4.00142925510469
"70",2.95085755935489,0.146418217193868,2.66086187327081,3.2419050358871
"71",3.19605480652084,0.145294740188127,2.91368452054777,3.4872536793666
"72",2.70566031218894,0.153382559062789,2.39525127364107,3.01246516034367
"73",3.93164654801869,0.175181211657504,3.60543209451882,4.27464306110213
"74",3.19605480652084,0.145294740188127,2.91368452054777,3.4872536793666
"75",3.19605480652084,0.145294740188127,2.91368452054777,3.4872536793666
"76",3.68644930085274,0.160423323809587,3.37965318033519,4.00142925510469
"77",2.95085755935489,0.146418217193868,2.66086187327081,3.2419050358871
"78",3.68644930085274,0.160423323809587,3.37965318033519,4.00142925510469
"79",2.95085755935489,0.146418217193868,2.66086187327081,3.2419050358871
"80",3.68644930085274,0.160423323809587,3.37965318033519,4.00142925510469
